user_id,event_type,timestamp,device
108,add_to_cart,2023-01-01 00:19:00,desktop
153,view_item,2023-01-01 05:20:00,desktop
115,purchase,2023-01-01 20:02:00,tablet
174,add_to_cart,2023-01-01 10:38:00,desktop
186,logout,2023-01-01 12:19:00,desktop
79,logout,2023-01-01 09:22:00,mobile
49,purchase,2023-01-01 03:24:00,desktop
49,logout,2023-01-01 15:39:00,tablet
49,view_item,2023-01-01 02:21:00,mobile
49,view_item,2023-01-01 03:34:00,desktop
56,purchase,2023-01-01 09:16:00,desktop
56,purchase,2023-01-01 04:16:00,mobile
56,purchase,2023-01-01 11:11:00,tablet
109,logout,2023-01-01 09:10:00,mobile
109,purchase,2023-01-01 09:08:00,mobile
109,view_item,2023-01-01 07:19:00,desktop
109,add_to_cart,2023-01-01 08:48:00,tablet
7,logout,2023-01-01 17:55:00,desktop
7,login,2023-01-01 20:37:00,mobile
7,view_item,2023-01-01 20:46:00,mobile
7,view_item,2023-01-01 13:25:00,tablet
7,logout,2023-01-01 09:51:00,mobile
130,purchase,2023-01-01 10:15:00,mobile
130,login,2023-01-01 13:09:00,mobile
170,view_item,2023-01-01 14:33:00,desktop
170,add_to_cart,2023-01-01 07:58:00,mobile
10,login,2023-01-01 11:52:00,desktop
10,purchase,2023-01-01 08:14:00,mobile
10,login,2023-01-01 02:46:00,mobile
10,logout,2023-01-01 20:34:00,desktop
10,add_to_cart,2023-01-01 10:04:00,desktop
28,view_item,2023-01-01 10:59:00,mobile
12,login,2023-01-01 13:15:00,desktop
12,login,2023-01-01 02:05:00,desktop
12,purchase,2023-01-01 09:55:00,tablet
12,purchase,2023-01-01 15:50:00,tablet
21,logout,2023-01-01 12:55:00,tablet
21,logout,2023-01-01 17:42:00,tablet
21,add_to_cart,2023-01-01 17:21:00,desktop
73,login,2023-01-01 15:57:00,mobile
73,view_item,2023-01-01 13:50:00,mobile
73,login,2023-01-01 01:49:00,desktop
73,purchase,2023-01-01 00:08:00,mobile
73,purchase,2023-01-01 16:35:00,mobile
124,view_item,2023-01-02 09:19:00,tablet
124,purchase,2023-01-02 05:11:00,mobile
124,logout,2023-01-02 11:54:00,tablet
124,purchase,2023-01-02 11:14:00,tablet
81,logout,2023-01-02 05:14:00,desktop
81,purchase,2023-01-02 18:53:00,desktop
147,add_to_cart,2023-01-02 23:56:00,mobile
80,add_to_cart,2023-01-02 19:40:00,mobile
80,login,2023-01-02 16:26:00,tablet
153,purchase,2023-01-02 01:08:00,desktop
153,login,2023-01-02 12:28:00,desktop
153,logout,2023-01-02 21:52:00,mobile
153,purchase,2023-01-02 07:48:00,desktop
51,logout,2023-01-02 04:16:00,mobile
51,login,2023-01-02 13:15:00,mobile
51,add_to_cart,2023-01-02 00:50:00,desktop
51,logout,2023-01-02 19:01:00,tablet
52,add_to_cart,2023-01-02 08:58:00,desktop
52,add_to_cart,2023-01-02 13:40:00,mobile
10,logout,2023-01-02 23:41:00,tablet
10,purchase,2023-01-02 00:31:00,mobile
10,add_to_cart,2023-01-02 22:37:00,tablet
10,add_to_cart,2023-01-02 12:18:00,desktop
10,login,2023-01-02 07:52:00,tablet
114,add_to_cart,2023-01-02 22:34:00,mobile
114,purchase,2023-01-02 23:44:00,mobile
136,purchase,2023-01-02 13:34:00,tablet
136,logout,2023-01-02 05:09:00,desktop
136,add_to_cart,2023-01-02 04:18:00,tablet
136,login,2023-01-02 11:14:00,mobile
136,logout,2023-01-02 05:55:00,desktop
27,login,2023-01-02 01:38:00,tablet
29,login,2023-01-02 22:46:00,tablet
19,login,2023-01-02 11:09:00,desktop
192,purchase,2023-01-02 02:24:00,tablet
28,view_item,2023-01-02 19:10:00,desktop
28,add_to_cart,2023-01-02 21:16:00,tablet
28,logout,2023-01-02 02:47:00,mobile
28,login,2023-01-02 07:53:00,mobile
198,logout,2023-01-02 17:28:00,mobile
181,logout,2023-01-02 10:20:00,tablet
181,purchase,2023-01-02 19:33:00,tablet
109,logout,2023-01-02 13:49:00,desktop
14,view_item,2023-01-02 23:00:00,mobile
14,login,2023-01-02 02:05:00,desktop
193,logout,2023-01-02 04:15:00,desktop
193,purchase,2023-01-02 21:26:00,mobile
193,purchase,2023-01-02 12:23:00,desktop
72,login,2023-01-02 20:40:00,mobile
72,view_item,2023-01-02 02:27:00,tablet
72,logout,2023-01-02 04:38:00,mobile
72,login,2023-01-02 14:01:00,mobile
158,logout,2023-01-02 13:34:00,desktop
7,purchase,2023-01-02 13:07:00,mobile
44,login,2023-01-02 05:18:00,mobile
44,purchase,2023-01-02 08:56:00,mobile
24,logout,2023-01-02 08:08:00,desktop
24,logout,2023-01-02 06:27:00,desktop
24,logout,2023-01-02 20:10:00,mobile
24,purchase,2023-01-02 15:47:00,desktop
69,login,2023-01-02 08:19:00,mobile
69,view_item,2023-01-02 19:42:00,tablet
69,login,2023-01-02 19:30:00,tablet
74,view_item,2023-01-02 11:43:00,mobile
74,logout,2023-01-02 05:05:00,tablet
76,purchase,2023-01-02 03:28:00,mobile
76,purchase,2023-01-02 20:33:00,mobile
76,purchase,2023-01-02 19:54:00,desktop
76,logout,2023-01-02 21:19:00,tablet
23,view_item,2023-01-02 06:21:00,desktop
23,view_item,2023-01-02 20:59:00,desktop
23,add_to_cart,2023-01-02 08:48:00,desktop
92,add_to_cart,2023-01-02 08:28:00,tablet
92,purchase,2023-01-02 18:30:00,desktop
92,logout,2023-01-02 03:51:00,mobile
92,login,2023-01-02 10:33:00,mobile
92,view_item,2023-01-02 01:34:00,desktop
86,login,2023-01-02 20:39:00,tablet
86,logout,2023-01-02 00:50:00,desktop
86,logout,2023-01-02 17:03:00,desktop
152,add_to_cart,2023-01-02 10:49:00,tablet
183,logout,2023-01-02 23:02:00,tablet
183,login,2023-01-02 21:51:00,desktop
183,view_item,2023-01-02 16:26:00,tablet
115,logout,2023-01-02 01:46:00,mobile
115,add_to_cart,2023-01-02 19:41:00,mobile
115,view_item,2023-01-02 00:32:00,tablet
115,add_to_cart,2023-01-02 13:19:00,mobile
180,view_item,2023-01-02 03:58:00,desktop
180,view_item,2023-01-02 13:32:00,desktop
180,login,2023-01-02 07:23:00,mobile
180,view_item,2023-01-02 11:03:00,tablet
59,login,2023-01-02 18:16:00,mobile
59,view_item,2023-01-02 21:14:00,desktop
59,add_to_cart,2023-01-02 22:27:00,tablet
60,logout,2023-01-02 16:42:00,desktop
60,view_item,2023-01-02 15:32:00,tablet
60,view_item,2023-01-02 20:32:00,desktop
60,purchase,2023-01-02 19:45:00,desktop
60,add_to_cart,2023-01-02 02:18:00,tablet
164,add_to_cart,2023-01-02 15:24:00,desktop
164,login,2023-01-02 02:30:00,mobile
133,view_item,2023-01-02 13:21:00,desktop
133,login,2023-01-02 07:27:00,tablet
133,logout,2023-01-02 14:31:00,mobile
133,add_to_cart,2023-01-02 13:24:00,tablet
78,purchase,2023-01-02 03:33:00,mobile
78,view_item,2023-01-02 12:27:00,tablet
78,add_to_cart,2023-01-02 05:28:00,mobile
78,view_item,2023-01-02 01:02:00,mobile
145,login,2023-01-02 12:20:00,desktop
145,view_item,2023-01-02 01:05:00,tablet
145,logout,2023-01-02 23:52:00,mobile
145,logout,2023-01-02 05:40:00,tablet
145,add_to_cart,2023-01-02 21:45:00,tablet
105,logout,2023-01-02 15:55:00,mobile
105,view_item,2023-01-02 03:46:00,mobile
88,logout,2023-01-02 17:54:00,mobile
88,login,2023-01-02 05:51:00,tablet
88,purchase,2023-01-02 07:50:00,tablet
88,purchase,2023-01-02 12:03:00,desktop
96,add_to_cart,2023-01-02 05:05:00,mobile
96,login,2023-01-02 16:06:00,mobile
96,login,2023-01-02 02:11:00,tablet
96,purchase,2023-01-02 00:46:00,tablet
96,add_to_cart,2023-01-02 04:42:00,tablet
42,add_to_cart,2023-01-02 22:59:00,mobile
42,purchase,2023-01-02 23:16:00,tablet
42,view_item,2023-01-02 16:43:00,tablet
42,purchase,2023-01-02 07:08:00,tablet
165,add_to_cart,2023-01-02 02:15:00,mobile
165,logout,2023-01-02 11:10:00,desktop
165,add_to_cart,2023-01-02 03:07:00,tablet
165,login,2023-01-02 00:37:00,desktop
146,login,2023-01-02 17:31:00,mobile
186,add_to_cart,2023-01-02 23:30:00,tablet
186,add_to_cart,2023-01-02 04:23:00,mobile
186,purchase,2023-01-02 05:54:00,mobile
186,login,2023-01-02 00:26:00,mobile
186,purchase,2023-01-02 00:21:00,desktop
123,view_item,2023-01-02 08:12:00,desktop
123,login,2023-01-02 05:14:00,tablet
178,view_item,2023-01-02 00:05:00,tablet
178,view_item,2023-01-02 22:51:00,desktop
178,view_item,2023-01-02 21:50:00,desktop
178,view_item,2023-01-02 15:35:00,desktop
178,view_item,2023-01-02 19:36:00,mobile
55,logout,2023-01-02 04:49:00,tablet
55,login,2023-01-02 20:41:00,mobile
55,purchase,2023-01-02 13:31:00,mobile
55,login,2023-01-02 14:24:00,desktop
163,purchase,2023-01-02 19:03:00,desktop
163,add_to_cart,2023-01-02 00:18:00,mobile
163,view_item,2023-01-02 00:02:00,desktop
163,add_to_cart,2023-01-02 09:30:00,desktop
163,login,2023-01-02 00:38:00,desktop
93,purchase,2023-01-02 13:20:00,desktop
63,purchase,2023-01-02 00:08:00,mobile
63,logout,2023-01-02 09:48:00,desktop
63,add_to_cart,2023-01-02 18:51:00,mobile
63,login,2023-01-02 11:14:00,tablet
63,login,2023-01-02 16:43:00,desktop
1,view_item,2023-01-02 19:48:00,desktop
1,view_item,2023-01-02 17:36:00,mobile
1,logout,2023-01-02 04:25:00,desktop
15,login,2023-01-02 12:14:00,mobile
197,login,2023-01-02 22:19:00,tablet
197,purchase,2023-01-02 21:00:00,tablet
197,purchase,2023-01-02 03:22:00,tablet
47,login,2023-01-02 11:15:00,mobile
47,add_to_cart,2023-01-02 12:42:00,mobile
99,view_item,2023-01-02 04:32:00,tablet
99,logout,2023-01-02 01:38:00,desktop
104,logout,2023-01-02 06:35:00,desktop
104,purchase,2023-01-02 21:42:00,desktop
104,view_item,2023-01-02 11:56:00,desktop
104,login,2023-01-02 23:52:00,tablet
104,add_to_cart,2023-01-02 16:57:00,desktop
90,add_to_cart,2023-01-02 23:05:00,mobile
90,logout,2023-01-02 12:25:00,mobile
150,login,2023-01-02 03:57:00,desktop
142,add_to_cart,2023-01-02 10:54:00,tablet
142,purchase,2023-01-02 06:11:00,desktop
189,logout,2023-01-02 18:50:00,tablet
189,view_item,2023-01-02 13:43:00,mobile
189,view_item,2023-01-02 02:48:00,desktop
189,add_to_cart,2023-01-02 18:08:00,tablet
169,view_item,2023-01-02 00:40:00,desktop
117,logout,2023-01-02 17:19:00,mobile
117,logout,2023-01-02 16:04:00,mobile
117,logout,2023-01-02 14:44:00,mobile
61,view_item,2023-01-02 06:04:00,tablet
61,view_item,2023-01-02 12:33:00,tablet
61,add_to_cart,2023-01-02 23:37:00,desktop
190,logout,2023-01-02 06:10:00,mobile
190,add_to_cart,2023-01-02 12:02:00,tablet
190,purchase,2023-01-02 15:07:00,desktop
135,purchase,2023-01-02 20:27:00,tablet
135,login,2023-01-02 03:39:00,tablet
135,view_item,2023-01-02 15:19:00,tablet
135,logout,2023-01-02 07:37:00,mobile
56,add_to_cart,2023-01-02 15:57:00,desktop
56,view_item,2023-01-02 15:05:00,desktop
56,add_to_cart,2023-01-02 23:18:00,mobile
161,purchase,2023-01-02 00:01:00,tablet
92,login,2023-01-03 18:38:00,desktop
92,view_item,2023-01-03 19:38:00,desktop
92,purchase,2023-01-03 23:46:00,mobile
92,login,2023-01-03 19:24:00,mobile
92,login,2023-01-03 16:03:00,mobile
136,logout,2023-01-03 09:42:00,tablet
136,logout,2023-01-03 20:52:00,tablet
136,add_to_cart,2023-01-03 09:26:00,desktop
136,purchase,2023-01-03 23:20:00,tablet
147,add_to_cart,2023-01-03 09:27:00,mobile
147,login,2023-01-03 15:25:00,desktop
147,logout,2023-01-03 05:48:00,tablet
119,view_item,2023-01-03 13:09:00,tablet
119,add_to_cart,2023-01-03 09:43:00,tablet
119,view_item,2023-01-03 10:09:00,desktop
119,add_to_cart,2023-01-03 19:23:00,mobile
10,login,2023-01-03 08:50:00,mobile
10,add_to_cart,2023-01-03 19:47:00,tablet
10,logout,2023-01-03 07:08:00,tablet
10,logout,2023-01-03 11:14:00,tablet
194,login,2023-01-03 15:46:00,tablet
194,logout,2023-01-03 14:38:00,desktop
194,logout,2023-01-03 10:43:00,desktop
194,logout,2023-01-03 07:36:00,tablet
194,purchase,2023-01-03 11:15:00,desktop
28,login,2023-01-03 12:54:00,desktop
28,logout,2023-01-03 10:33:00,mobile
28,add_to_cart,2023-01-03 23:06:00,mobile
28,purchase,2023-01-03 23:40:00,mobile
28,login,2023-01-03 15:06:00,tablet
90,purchase,2023-01-03 15:53:00,desktop
169,view_item,2023-01-03 10:47:00,tablet
43,login,2023-01-03 16:47:00,tablet
47,view_item,2023-01-03 13:14:00,tablet
47,view_item,2023-01-03 05:04:00,mobile
47,view_item,2023-01-03 17:06:00,desktop
47,add_to_cart,2023-01-03 00:27:00,mobile
47,view_item,2023-01-03 13:57:00,tablet
30,logout,2023-01-03 11:36:00,mobile
30,logout,2023-01-03 11:22:00,tablet
30,login,2023-01-03 06:23:00,mobile
30,login,2023-01-03 04:43:00,tablet
30,purchase,2023-01-03 10:45:00,mobile
53,purchase,2023-01-03 08:07:00,desktop
53,add_to_cart,2023-01-03 04:03:00,desktop
52,purchase,2023-01-03 05:19:00,desktop
52,logout,2023-01-03 23:33:00,mobile
52,view_item,2023-01-03 04:46:00,mobile
52,view_item,2023-01-03 09:08:00,desktop
52,purchase,2023-01-03 02:33:00,desktop
98,logout,2023-01-03 11:15:00,mobile
98,logout,2023-01-03 08:17:00,tablet
98,add_to_cart,2023-01-03 10:42:00,desktop
98,add_to_cart,2023-01-03 23:43:00,desktop
182,view_item,2023-01-03 01:15:00,mobile
134,login,2023-01-03 16:03:00,desktop
134,login,2023-01-03 06:38:00,desktop
134,add_to_cart,2023-01-03 09:03:00,desktop
134,logout,2023-01-03 09:21:00,desktop
153,login,2023-01-03 05:27:00,mobile
153,logout,2023-01-03 19:14:00,mobile
153,logout,2023-01-03 03:10:00,tablet
153,view_item,2023-01-03 16:18:00,tablet
97,purchase,2023-01-03 11:05:00,mobile
16,purchase,2023-01-03 03:31:00,mobile
16,view_item,2023-01-03 05:06:00,tablet
16,view_item,2023-01-03 22:23:00,tablet
16,login,2023-01-03 12:26:00,desktop
2,add_to_cart,2023-01-03 14:18:00,tablet
2,add_to_cart,2023-01-03 08:28:00,tablet
2,login,2023-01-03 08:45:00,desktop
132,add_to_cart,2023-01-03 11:36:00,tablet
132,add_to_cart,2023-01-03 01:44:00,mobile
132,purchase,2023-01-03 07:14:00,tablet
51,purchase,2023-01-03 00:13:00,desktop
51,purchase,2023-01-03 16:37:00,tablet
51,logout,2023-01-03 22:56:00,desktop
70,view_item,2023-01-03 22:03:00,mobile
70,purchase,2023-01-03 13:59:00,mobile
118,logout,2023-01-03 02:06:00,desktop
118,purchase,2023-01-03 01:12:00,mobile
118,logout,2023-01-03 06:04:00,tablet
118,view_item,2023-01-03 13:39:00,tablet
118,purchase,2023-01-03 22:33:00,mobile
111,logout,2023-01-03 00:35:00,mobile
111,view_item,2023-01-03 05:06:00,mobile
111,logout,2023-01-03 15:09:00,desktop
111,add_to_cart,2023-01-03 23:05:00,mobile
19,login,2023-01-03 15:37:00,tablet
19,login,2023-01-03 14:44:00,tablet
19,purchase,2023-01-03 00:48:00,tablet
19,login,2023-01-03 11:37:00,tablet
34,view_item,2023-01-03 01:19:00,mobile
172,logout,2023-01-03 07:07:00,desktop
172,add_to_cart,2023-01-03 20:52:00,mobile
130,purchase,2023-01-03 20:27:00,desktop
130,view_item,2023-01-03 03:54:00,desktop
130,view_item,2023-01-03 02:31:00,tablet
130,view_item,2023-01-03 23:24:00,mobile
163,logout,2023-01-03 21:40:00,mobile
163,logout,2023-01-03 05:22:00,tablet
148,logout,2023-01-03 05:00:00,mobile
148,login,2023-01-03 11:30:00,mobile
148,login,2023-01-03 16:23:00,mobile
148,view_item,2023-01-03 05:54:00,desktop
133,login,2023-01-03 19:05:00,mobile
151,logout,2023-01-03 07:57:00,tablet
151,purchase,2023-01-03 15:10:00,tablet
159,view_item,2023-01-03 15:29:00,mobile
159,add_to_cart,2023-01-03 09:45:00,tablet
159,logout,2023-01-03 11:03:00,desktop
59,logout,2023-01-03 15:11:00,mobile
59,logout,2023-01-03 04:57:00,mobile
59,purchase,2023-01-03 06:36:00,mobile
59,view_item,2023-01-03 23:39:00,tablet
59,logout,2023-01-03 23:40:00,tablet
180,login,2023-01-03 05:42:00,desktop
127,logout,2023-01-03 01:48:00,desktop
127,add_to_cart,2023-01-03 14:11:00,tablet
127,purchase,2023-01-03 12:28:00,tablet
127,logout,2023-01-03 11:03:00,mobile
127,add_to_cart,2023-01-03 16:45:00,desktop
72,logout,2023-01-03 14:13:00,tablet
100,purchase,2023-01-03 09:03:00,desktop
195,add_to_cart,2023-01-03 11:41:00,mobile
195,add_to_cart,2023-01-03 15:44:00,mobile
189,logout,2023-01-03 15:53:00,tablet
189,add_to_cart,2023-01-03 16:01:00,desktop
189,logout,2023-01-03 18:18:00,desktop
189,login,2023-01-03 15:04:00,mobile
64,add_to_cart,2023-01-03 14:13:00,desktop
64,purchase,2023-01-03 15:58:00,desktop
64,login,2023-01-03 14:48:00,mobile
64,view_item,2023-01-03 20:59:00,tablet
64,logout,2023-01-03 20:42:00,desktop
198,logout,2023-01-03 10:27:00,mobile
198,purchase,2023-01-03 17:49:00,mobile
155,view_item,2023-01-03 17:29:00,mobile
155,purchase,2023-01-03 23:27:00,tablet
155,login,2023-01-03 21:58:00,desktop
155,add_to_cart,2023-01-03 04:04:00,desktop
155,login,2023-01-03 00:02:00,desktop
123,purchase,2023-01-03 02:32:00,tablet
123,logout,2023-01-03 14:28:00,mobile
192,purchase,2023-01-03 13:34:00,tablet
192,logout,2023-01-03 00:21:00,mobile
192,login,2023-01-03 23:33:00,tablet
183,purchase,2023-01-03 10:25:00,desktop
183,logout,2023-01-03 12:33:00,tablet
183,login,2023-01-03 04:55:00,desktop
183,logout,2023-01-03 17:52:00,mobile
33,view_item,2023-01-03 08:57:00,mobile
120,add_to_cart,2023-01-03 08:07:00,desktop
120,add_to_cart,2023-01-03 02:50:00,desktop
120,login,2023-01-03 02:53:00,tablet
120,logout,2023-01-03 02:55:00,tablet
120,logout,2023-01-03 23:14:00,desktop
27,login,2023-01-03 17:49:00,desktop
27,login,2023-01-03 23:58:00,mobile
27,purchase,2023-01-03 00:02:00,tablet
27,logout,2023-01-03 23:23:00,desktop
27,purchase,2023-01-03 03:30:00,desktop
85,login,2023-01-03 16:22:00,desktop
85,login,2023-01-03 01:52:00,desktop
101,login,2023-01-03 09:43:00,mobile
101,view_item,2023-01-03 14:29:00,tablet
101,logout,2023-01-03 12:43:00,tablet
13,logout,2023-01-03 12:56:00,desktop
13,view_item,2023-01-03 22:07:00,desktop
13,purchase,2023-01-03 02:50:00,tablet
13,login,2023-01-03 11:10:00,mobile
57,login,2023-01-03 19:28:00,mobile
55,purchase,2023-01-03 01:44:00,mobile
184,logout,2023-01-03 12:21:00,mobile
184,view_item,2023-01-03 00:24:00,desktop
184,login,2023-01-03 05:04:00,desktop
184,add_to_cart,2023-01-03 19:17:00,desktop
125,view_item,2023-01-03 23:18:00,tablet
125,view_item,2023-01-03 01:07:00,mobile
139,view_item,2023-01-03 21:09:00,desktop
168,logout,2023-01-03 20:35:00,desktop
168,add_to_cart,2023-01-03 22:07:00,desktop
168,add_to_cart,2023-01-03 21:50:00,mobile
91,purchase,2023-01-03 10:58:00,tablet
91,purchase,2023-01-03 10:33:00,desktop
91,view_item,2023-01-03 11:49:00,mobile
91,purchase,2023-01-03 22:38:00,tablet
91,logout,2023-01-03 08:48:00,tablet
38,login,2023-01-03 09:36:00,mobile
38,purchase,2023-01-03 09:42:00,mobile
179,view_item,2023-01-03 15:02:00,desktop
179,login,2023-01-03 23:12:00,desktop
179,login,2023-01-03 06:24:00,mobile
94,logout,2023-01-03 07:50:00,desktop
94,purchase,2023-01-03 13:29:00,tablet
94,logout,2023-01-03 23:26:00,tablet
94,purchase,2023-01-03 12:56:00,tablet
138,purchase,2023-01-03 00:09:00,tablet
102,add_to_cart,2023-01-03 16:56:00,mobile
102,purchase,2023-01-03 10:16:00,tablet
102,login,2023-01-03 12:23:00,tablet
158,add_to_cart,2023-01-04 14:00:00,tablet
158,purchase,2023-01-04 17:27:00,tablet
158,logout,2023-01-04 22:48:00,tablet
158,add_to_cart,2023-01-04 20:21:00,mobile
158,view_item,2023-01-04 02:36:00,mobile
186,logout,2023-01-04 14:03:00,mobile
186,logout,2023-01-04 22:43:00,mobile
186,login,2023-01-04 22:29:00,desktop
101,add_to_cart,2023-01-04 23:39:00,tablet
101,login,2023-01-04 01:21:00,mobile
133,purchase,2023-01-04 09:02:00,mobile
133,add_to_cart,2023-01-04 21:01:00,desktop
131,login,2023-01-04 11:25:00,desktop
131,add_to_cart,2023-01-04 18:39:00,mobile
21,logout,2023-01-04 16:31:00,tablet
21,login,2023-01-04 20:48:00,mobile
21,login,2023-01-04 09:37:00,desktop
21,add_to_cart,2023-01-04 20:46:00,tablet
21,logout,2023-01-04 09:33:00,desktop
71,purchase,2023-01-04 00:10:00,desktop
71,view_item,2023-01-04 19:55:00,mobile
71,purchase,2023-01-04 03:32:00,desktop
70,add_to_cart,2023-01-04 23:17:00,desktop
70,view_item,2023-01-04 02:45:00,desktop
70,purchase,2023-01-04 02:40:00,desktop
70,view_item,2023-01-04 17:02:00,desktop
70,logout,2023-01-04 01:37:00,desktop
151,view_item,2023-01-04 21:12:00,mobile
151,purchase,2023-01-04 15:13:00,desktop
151,logout,2023-01-04 17:11:00,tablet
157,purchase,2023-01-04 20:07:00,tablet
157,logout,2023-01-04 15:44:00,desktop
157,add_to_cart,2023-01-04 10:00:00,desktop
157,add_to_cart,2023-01-04 17:30:00,desktop
157,purchase,2023-01-04 10:03:00,mobile
9,add_to_cart,2023-01-04 00:08:00,mobile
9,logout,2023-01-04 04:38:00,tablet
