user_id,event_type,timestamp,device,event_date
101,add_to_cart,2023-01-01 05:49:00,desktop,2023-01-01
101,purchase,2023-01-01 09:32:00,desktop,2023-01-01
61,view_item,2023-01-01 22:06:00,tablet,2023-01-01
61,logout,2023-01-01 07:06:00,mobile,2023-01-01
125,logout,2023-01-01 10:51:00,mobile,2023-01-01
125,purchase,2023-01-01 06:46:00,mobile,2023-01-01
125,view_item,2023-01-01 19:28:00,desktop,2023-01-01
125,view_item,2023-01-01 02:44:00,mobile,2023-01-01
55,purchase,2023-01-01 03:09:00,mobile,2023-01-01
55,logout,2023-01-01 16:59:00,tablet,2023-01-01
5,add_to_cart,2023-01-01 07:10:00,tablet,2023-01-01
5,login,2023-01-01 04:41:00,mobile,2023-01-01
5,logout,2023-01-01 17:10:00,tablet,2023-01-01
5,login,2023-01-01 07:05:00,desktop,2023-01-01
5,purchase,2023-01-01 11:11:00,mobile,2023-01-01
42,login,2023-01-01 13:00:00,desktop,2023-01-01
42,purchase,2023-01-01 09:28:00,tablet,2023-01-01
42,view_item,2023-01-01 09:14:00,desktop,2023-01-01
42,login,2023-01-01 01:14:00,tablet,2023-01-01
153,view_item,2023-01-01 22:10:00,desktop,2023-01-01
153,view_item,2023-01-01 13:12:00,tablet,2023-01-01
153,login,2023-01-01 15:53:00,tablet,2023-01-01
104,logout,2023-01-01 01:49:00,tablet,2023-01-01
104,add_to_cart,2023-01-01 21:13:00,tablet,2023-01-01
74,add_to_cart,2023-01-01 23:19:00,tablet,2023-01-01
110,view_item,2023-01-01 02:20:00,mobile,2023-01-01
110,login,2023-01-01 22:28:00,mobile,2023-01-01
110,add_to_cart,2023-01-01 18:04:00,desktop,2023-01-01
16,logout,2023-01-01 04:34:00,tablet,2023-01-01
16,login,2023-01-01 11:08:00,mobile,2023-01-01
16,login,2023-01-01 01:15:00,tablet,2023-01-01
16,purchase,2023-01-01 04:20:00,tablet,2023-01-01
16,login,2023-01-01 17:43:00,tablet,2023-01-01
21,view_item,2023-01-01 11:55:00,tablet,2023-01-01
21,logout,2023-01-01 08:51:00,mobile,2023-01-01
21,view_item,2023-01-01 01:54:00,tablet,2023-01-01
21,purchase,2023-01-01 23:42:00,tablet,2023-01-01
21,logout,2023-01-01 23:38:00,tablet,2023-01-01
156,logout,2023-01-01 00:51:00,mobile,2023-01-01
156,add_to_cart,2023-01-01 17:10:00,mobile,2023-01-01
156,purchase,2023-01-01 01:13:00,tablet,2023-01-01
198,purchase,2023-01-01 17:40:00,desktop,2023-01-01
198,add_to_cart,2023-01-01 08:57:00,mobile,2023-01-01
198,logout,2023-01-01 03:04:00,mobile,2023-01-01
198,add_to_cart,2023-01-01 19:28:00,desktop,2023-01-01
198,logout,2023-01-01 00:10:00,desktop,2023-01-01
199,add_to_cart,2023-01-01 05:03:00,mobile,2023-01-01
134,logout,2023-01-01 23:14:00,mobile,2023-01-01
134,logout,2023-01-01 06:54:00,mobile,2023-01-01
134,add_to_cart,2023-01-01 15:04:00,tablet,2023-01-01
134,add_to_cart,2023-01-01 18:28:00,mobile,2023-01-01
134,view_item,2023-01-01 22:44:00,desktop,2023-01-01
94,add_to_cart,2023-01-01 09:03:00,mobile,2023-01-01
94,purchase,2023-01-01 22:41:00,tablet,2023-01-01
94,purchase,2023-01-01 22:08:00,mobile,2023-01-01
94,login,2023-01-01 06:26:00,mobile,2023-01-01
94,login,2023-01-01 01:31:00,desktop,2023-01-01
99,login,2023-01-01 07:24:00,tablet,2023-01-01
32,login,2023-01-02 01:37:00,mobile,2023-01-02
32,purchase,2023-01-02 02:05:00,tablet,2023-01-02
173,view_item,2023-01-02 02:40:00,desktop,2023-01-02
173,view_item,2023-01-02 22:53:00,desktop,2023-01-02
173,purchase,2023-01-02 21:02:00,tablet,2023-01-02
173,purchase,2023-01-02 08:32:00,desktop,2023-01-02
173,view_item,2023-01-02 00:04:00,tablet,2023-01-02
139,login,2023-01-02 13:25:00,tablet,2023-01-02
139,login,2023-01-02 19:20:00,tablet,2023-01-02
139,login,2023-01-02 03:10:00,mobile,2023-01-02
139,login,2023-01-02 23:28:00,desktop,2023-01-02
132,add_to_cart,2023-01-02 22:18:00,desktop,2023-01-02
132,purchase,2023-01-02 02:56:00,desktop,2023-01-02
132,login,2023-01-02 19:26:00,tablet,2023-01-02
132,add_to_cart,2023-01-02 03:42:00,desktop,2023-01-02
161,logout,2023-01-02 15:31:00,mobile,2023-01-02
161,logout,2023-01-02 06:12:00,mobile,2023-01-02
161,purchase,2023-01-02 08:27:00,mobile,2023-01-02
161,purchase,2023-01-02 10:27:00,desktop,2023-01-02
177,purchase,2023-01-02 14:33:00,tablet,2023-01-02
194,login,2023-01-02 11:13:00,mobile,2023-01-02
194,logout,2023-01-02 14:55:00,desktop,2023-01-02
194,view_item,2023-01-02 03:59:00,tablet,2023-01-02
194,purchase,2023-01-02 00:02:00,tablet,2023-01-02
160,add_to_cart,2023-01-02 19:47:00,desktop,2023-01-02
121,add_to_cart,2023-01-02 23:59:00,tablet,2023-01-02
121,view_item,2023-01-02 04:54:00,desktop,2023-01-02
121,add_to_cart,2023-01-02 15:24:00,desktop,2023-01-02
121,add_to_cart,2023-01-02 03:17:00,tablet,2023-01-02
121,view_item,2023-01-02 18:23:00,tablet,2023-01-02
23,add_to_cart,2023-01-02 22:52:00,mobile,2023-01-02
23,logout,2023-01-02 15:45:00,mobile,2023-01-02
9,add_to_cart,2023-01-02 06:09:00,desktop,2023-01-02
9,add_to_cart,2023-01-02 19:45:00,mobile,2023-01-02
9,login,2023-01-02 13:04:00,mobile,2023-01-02
118,login,2023-01-02 05:54:00,desktop,2023-01-02
118,logout,2023-01-02 07:46:00,desktop,2023-01-02
118,logout,2023-01-02 22:38:00,mobile,2023-01-02
118,logout,2023-01-02 16:33:00,desktop,2023-01-02
46,login,2023-01-02 02:57:00,mobile,2023-01-02
46,view_item,2023-01-02 13:01:00,tablet,2023-01-02
46,logout,2023-01-02 20:52:00,desktop,2023-01-02
92,view_item,2023-01-02 11:39:00,tablet,2023-01-02
92,add_to_cart,2023-01-02 15:45:00,desktop,2023-01-02
92,logout,2023-01-02 04:06:00,tablet,2023-01-02
92,purchase,2023-01-02 19:01:00,mobile,2023-01-02
92,purchase,2023-01-02 12:24:00,tablet,2023-01-02
128,login,2023-01-02 05:39:00,desktop,2023-01-02
128,view_item,2023-01-02 15:12:00,desktop,2023-01-02
128,add_to_cart,2023-01-02 05:06:00,desktop,2023-01-02
128,view_item,2023-01-02 05:16:00,desktop,2023-01-02
84,add_to_cart,2023-01-02 05:29:00,mobile,2023-01-02
84,view_item,2023-01-02 11:42:00,desktop,2023-01-02
84,purchase,2023-01-02 03:57:00,desktop,2023-01-02
84,login,2023-01-02 13:08:00,tablet,2023-01-02
84,login,2023-01-02 20:31:00,mobile,2023-01-02
140,add_to_cart,2023-01-02 16:07:00,desktop,2023-01-02
5,view_item,2023-01-02 10:33:00,tablet,2023-01-02
5,purchase,2023-01-02 21:02:00,tablet,2023-01-02
5,logout,2023-01-02 13:38:00,desktop,2023-01-02
5,logout,2023-01-02 19:06:00,mobile,2023-01-02
19,login,2023-01-02 15:42:00,mobile,2023-01-02
19,logout,2023-01-02 12:16:00,mobile,2023-01-02
19,add_to_cart,2023-01-02 02:30:00,mobile,2023-01-02
89,login,2023-01-02 21:46:00,desktop,2023-01-02
86,login,2023-01-02 23:02:00,tablet,2023-01-02
170,logout,2023-01-02 07:43:00,desktop,2023-01-02
144,logout,2023-01-02 16:08:00,tablet,2023-01-02
53,view_item,2023-01-02 15:36:00,mobile,2023-01-02
53,logout,2023-01-02 13:21:00,mobile,2023-01-02
53,add_to_cart,2023-01-02 06:30:00,mobile,2023-01-02
53,view_item,2023-01-02 01:28:00,desktop,2023-01-02
51,add_to_cart,2023-01-02 18:01:00,mobile,2023-01-02
51,login,2023-01-02 19:43:00,tablet,2023-01-02
51,logout,2023-01-02 08:02:00,tablet,2023-01-02
51,login,2023-01-02 07:20:00,mobile,2023-01-02
153,view_item,2023-01-02 11:52:00,desktop,2023-01-02
153,add_to_cart,2023-01-02 09:48:00,tablet,2023-01-02
54,purchase,2023-01-02 12:48:00,tablet,2023-01-02
54,purchase,2023-01-02 09:10:00,mobile,2023-01-02
61,add_to_cart,2023-01-02 13:24:00,desktop,2023-01-02
61,login,2023-01-02 07:23:00,desktop,2023-01-02
61,add_to_cart,2023-01-02 23:05:00,tablet,2023-01-02
61,login,2023-01-02 22:17:00,desktop,2023-01-02
96,logout,2023-01-02 12:20:00,mobile,2023-01-02
101,add_to_cart,2023-01-02 07:02:00,desktop,2023-01-02
101,logout,2023-01-02 04:24:00,tablet,2023-01-02
101,view_item,2023-01-02 23:03:00,desktop,2023-01-02
101,view_item,2023-01-02 02:41:00,desktop,2023-01-02
122,logout,2023-01-02 03:04:00,desktop,2023-01-02
187,logout,2023-01-02 20:38:00,mobile,2023-01-02
187,add_to_cart,2023-01-02 09:07:00,mobile,2023-01-02
187,add_to_cart,2023-01-02 06:52:00,desktop,2023-01-02
187,purchase,2023-01-02 11:30:00,desktop,2023-01-02
187,add_to_cart,2023-01-02 12:23:00,mobile,2023-01-02
174,logout,2023-01-02 16:01:00,desktop,2023-01-02
174,logout,2023-01-02 14:27:00,tablet,2023-01-02
174,purchase,2023-01-02 00:30:00,tablet,2023-01-02
172,logout,2023-01-02 09:40:00,desktop,2023-01-02
172,add_to_cart,2023-01-02 04:04:00,tablet,2023-01-02
172,login,2023-01-02 15:22:00,tablet,2023-01-02
62,add_to_cart,2023-01-02 14:01:00,desktop,2023-01-02
62,view_item,2023-01-02 04:44:00,tablet,2023-01-02
62,logout,2023-01-02 23:06:00,tablet,2023-01-02
62,logout,2023-01-02 01:17:00,desktop,2023-01-02
62,purchase,2023-01-02 12:45:00,tablet,2023-01-02
64,view_item,2023-01-02 08:06:00,mobile,2023-01-02
64,add_to_cart,2023-01-02 03:49:00,mobile,2023-01-02
16,view_item,2023-01-02 15:32:00,mobile,2023-01-02
16,view_item,2023-01-02 15:15:00,tablet,2023-01-02
175,login,2023-01-02 19:53:00,desktop,2023-01-02
20,add_to_cart,2023-01-02 04:48:00,mobile,2023-01-02
20,login,2023-01-02 03:07:00,desktop,2023-01-02
20,logout,2023-01-02 19:39:00,tablet,2023-01-02
20,login,2023-01-02 20:31:00,tablet,2023-01-02
72,login,2023-01-02 23:27:00,tablet,2023-01-02
72,login,2023-01-02 07:45:00,mobile,2023-01-02
72,purchase,2023-01-02 20:19:00,desktop,2023-01-02
72,purchase,2023-01-02 02:23:00,desktop,2023-01-02
72,logout,2023-01-02 00:22:00,desktop,2023-01-02
142,login,2023-01-02 04:49:00,mobile,2023-01-02
142,purchase,2023-01-02 22:12:00,mobile,2023-01-02
142,view_item,2023-01-02 18:05:00,desktop,2023-01-02
156,view_item,2023-01-02 02:31:00,desktop,2023-01-02
156,login,2023-01-02 01:08:00,desktop,2023-01-02
156,view_item,2023-01-02 15:29:00,tablet,2023-01-02
156,purchase,2023-01-02 02:16:00,desktop,2023-01-02
156,add_to_cart,2023-01-02 17:18:00,mobile,2023-01-02
69,view_item,2023-01-02 08:23:00,mobile,2023-01-02
69,login,2023-01-02 08:47:00,mobile,2023-01-02
69,purchase,2023-01-02 06:26:00,tablet,2023-01-02
69,add_to_cart,2023-01-02 16:44:00,tablet,2023-01-02
127,add_to_cart,2023-01-02 05:43:00,tablet,2023-01-02
127,view_item,2023-01-02 06:24:00,mobile,2023-01-02
127,add_to_cart,2023-01-02 06:26:00,mobile,2023-01-02
127,view_item,2023-01-02 07:33:00,mobile,2023-01-02
127,logout,2023-01-02 23:19:00,mobile,2023-01-02
113,view_item,2023-01-02 14:51:00,tablet,2023-01-02
200,login,2023-01-02 07:46:00,tablet,2023-01-02
200,logout,2023-01-02 09:14:00,mobile,2023-01-02
200,view_item,2023-01-02 13:47:00,desktop,2023-01-02
165,add_to_cart,2023-01-02 00:35:00,mobile,2023-01-02
165,add_to_cart,2023-01-02 20:35:00,tablet,2023-01-02
165,view_item,2023-01-02 20:13:00,tablet,2023-01-02
165,logout,2023-01-02 05:34:00,tablet,2023-01-02
165,add_to_cart,2023-01-02 14:47:00,desktop,2023-01-02
67,login,2023-01-02 11:40:00,mobile,2023-01-02
67,purchase,2023-01-02 01:48:00,tablet,2023-01-02
67,view_item,2023-01-02 05:56:00,mobile,2023-01-02
106,login,2023-01-02 04:32:00,mobile,2023-01-02
106,add_to_cart,2023-01-02 02:28:00,tablet,2023-01-02
106,purchase,2023-01-02 21:43:00,tablet,2023-01-02
63,logout,2023-01-02 17:27:00,mobile,2023-01-02
136,add_to_cart,2023-01-02 23:00:00,desktop,2023-01-02
136,purchase,2023-01-02 23:21:00,mobile,2023-01-02
136,login,2023-01-02 06:36:00,tablet,2023-01-02
136,purchase,2023-01-02 10:38:00,desktop,2023-01-02
159,purchase,2023-01-02 06:14:00,tablet,2023-01-02
159,add_to_cart,2023-01-02 10:02:00,desktop,2023-01-02
176,view_item,2023-01-02 16:18:00,tablet,2023-01-02
71,purchase,2023-01-02 09:05:00,mobile,2023-01-02
71,login,2023-01-02 10:38:00,tablet,2023-01-02
71,logout,2023-01-02 09:44:00,desktop,2023-01-02
22,login,2023-01-02 19:39:00,desktop,2023-01-02
48,login,2023-01-02 14:36:00,tablet,2023-01-02
48,purchase,2023-01-02 23:03:00,desktop,2023-01-02
48,logout,2023-01-02 11:38:00,mobile,2023-01-02
48,view_item,2023-01-02 05:29:00,desktop,2023-01-02
48,purchase,2023-01-02 21:14:00,desktop,2023-01-02
164,purchase,2023-01-02 17:54:00,tablet,2023-01-02
192,login,2023-01-02 18:34:00,tablet,2023-01-02
192,purchase,2023-01-02 20:25:00,mobile,2023-01-02
192,view_item,2023-01-02 21:28:00,desktop,2023-01-02
169,purchase,2023-01-02 15:55:00,desktop,2023-01-02
169,add_to_cart,2023-01-02 09:21:00,mobile,2023-01-02
169,view_item,2023-01-02 16:45:00,desktop,2023-01-02
100,purchase,2023-01-02 19:19:00,desktop,2023-01-02
100,add_to_cart,2023-01-02 13:43:00,desktop,2023-01-02
100,login,2023-01-02 13:20:00,tablet,2023-01-02
100,logout,2023-01-02 20:42:00,desktop,2023-01-02
100,login,2023-01-02 12:41:00,mobile,2023-01-02
148,purchase,2023-01-02 06:06:00,tablet,2023-01-02
148,view_item,2023-01-02 03:04:00,mobile,2023-01-02
148,add_to_cart,2023-01-02 01:15:00,desktop,2023-01-02
148,login,2023-01-02 20:19:00,mobile,2023-01-02
13,logout,2023-01-02 16:56:00,tablet,2023-01-02
13,login,2023-01-02 02:39:00,tablet,2023-01-02
13,purchase,2023-01-02 00:18:00,mobile,2023-01-02
13,view_item,2023-01-02 08:21:00,tablet,2023-01-02
13,login,2023-01-02 11:31:00,desktop,2023-01-02
94,login,2023-01-02 19:23:00,desktop,2023-01-02
94,purchase,2023-01-02 23:56:00,mobile,2023-01-02
94,purchase,2023-01-02 16:20:00,mobile,2023-01-02
94,purchase,2023-01-02 15:32:00,mobile,2023-01-02
94,view_item,2023-01-02 16:54:00,tablet,2023-01-02
10,login,2023-01-02 22:07:00,tablet,2023-01-02
10,purchase,2023-01-02 12:14:00,desktop,2023-01-02
10,login,2023-01-02 13:25:00,mobile,2023-01-02
140,logout,2023-01-03 04:32:00,desktop,2023-01-03
140,login,2023-01-03 05:30:00,desktop,2023-01-03
140,login,2023-01-03 23:16:00,mobile,2023-01-03
146,logout,2023-01-03 06:03:00,mobile,2023-01-03
146,login,2023-01-03 14:25:00,mobile,2023-01-03
146,login,2023-01-03 11:23:00,mobile,2023-01-03
146,purchase,2023-01-03 21:51:00,desktop,2023-01-03
146,purchase,2023-01-03 12:28:00,tablet,2023-01-03
149,view_item,2023-01-03 13:08:00,desktop,2023-01-03
88,login,2023-01-03 20:21:00,desktop,2023-01-03
88,logout,2023-01-03 09:38:00,mobile,2023-01-03
88,view_item,2023-01-03 02:08:00,mobile,2023-01-03
88,purchase,2023-01-03 14:59:00,desktop,2023-01-03
91,logout,2023-01-03 18:26:00,mobile,2023-01-03
91,view_item,2023-01-03 09:45:00,tablet,2023-01-03
91,login,2023-01-03 12:12:00,desktop,2023-01-03
37,logout,2023-01-03 16:12:00,tablet,2023-01-03
37,logout,2023-01-03 17:35:00,mobile,2023-01-03
37,purchase,2023-01-03 23:55:00,tablet,2023-01-03
37,login,2023-01-03 13:46:00,mobile,2023-01-03
92,purchase,2023-01-03 08:24:00,mobile,2023-01-03
92,add_to_cart,2023-01-03 18:20:00,desktop,2023-01-03
92,view_item,2023-01-03 04:13:00,desktop,2023-01-03
137,login,2023-01-03 18:45:00,mobile,2023-01-03
137,view_item,2023-01-03 00:09:00,tablet,2023-01-03
17,view_item,2023-01-03 08:36:00,desktop,2023-01-03
17,logout,2023-01-03 21:42:00,tablet,2023-01-03
17,logout,2023-01-03 10:34:00,mobile,2023-01-03
17,logout,2023-01-03 05:57:00,desktop,2023-01-03
17,add_to_cart,2023-01-03 06:42:00,desktop,2023-01-03
144,add_to_cart,2023-01-03 19:50:00,tablet,2023-01-03
158,logout,2023-01-03 01:51:00,desktop,2023-01-03
158,purchase,2023-01-03 21:02:00,desktop,2023-01-03
168,login,2023-01-03 12:01:00,mobile,2023-01-03
168,purchase,2023-01-03 15:57:00,tablet,2023-01-03
168,logout,2023-01-03 13:14:00,tablet,2023-01-03
8,purchase,2023-01-03 13:05:00,mobile,2023-01-03
8,view_item,2023-01-03 00:36:00,mobile,2023-01-03
8,add_to_cart,2023-01-03 01:42:00,tablet,2023-01-03
8,view_item,2023-01-03 03:02:00,tablet,2023-01-03
8,add_to_cart,2023-01-03 20:14:00,desktop,2023-01-03
18,login,2023-01-03 21:02:00,mobile,2023-01-03
18,login,2023-01-03 05:58:00,tablet,2023-01-03
18,view_item,2023-01-03 11:06:00,tablet,2023-01-03
18,logout,2023-01-03 18:49:00,desktop,2023-01-03
41,purchase,2023-01-03 16:27:00,desktop,2023-01-03
41,view_item,2023-01-03 04:17:00,tablet,2023-01-03
136,login,2023-01-03 07:16:00,desktop,2023-01-03
108,view_item,2023-01-03 15:55:00,desktop,2023-01-03
108,add_to_cart,2023-01-03 10:19:00,mobile,2023-01-03
108,login,2023-01-03 12:46:00,tablet,2023-01-03
108,view_item,2023-01-03 15:55:00,desktop,2023-01-03
108,login,2023-01-03 18:06:00,mobile,2023-01-03
70,purchase,2023-01-03 17:10:00,desktop,2023-01-03
70,purchase,2023-01-03 02:36:00,desktop,2023-01-03
70,add_to_cart,2023-01-03 22:21:00,tablet,2023-01-03
130,logout,2023-01-03 08:26:00,tablet,2023-01-03
9,login,2023-01-03 20:26:00,tablet,2023-01-03
176,view_item,2023-01-03 00:25:00,mobile,2023-01-03
176,view_item,2023-01-03 12:59:00,tablet,2023-01-03
76,logout,2023-01-03 23:16:00,tablet,2023-01-03
76,purchase,2023-01-03 03:05:00,mobile,2023-01-03
76,login,2023-01-03 13:17:00,desktop,2023-01-03
76,login,2023-01-03 12:40:00,tablet,2023-01-03
