user_sk,event_sk,time_sk,timestamp,device
64,1,2,2023-01-02 03:49:00,mobile
16,5,2,2023-01-02 15:32:00,mobile
16,5,2,2023-01-02 15:15:00,tablet
175,4,2,2023-01-02 19:53:00,desktop
20,1,2,2023-01-02 04:48:00,mobile
20,4,2,2023-01-02 03:07:00,desktop
20,2,2,2023-01-02 19:39:00,tablet
20,4,2,2023-01-02 20:31:00,tablet
72,4,2,2023-01-02 23:27:00,tablet
72,4,2,2023-01-02 07:45:00,mobile
72,3,2,2023-01-02 20:19:00,desktop
72,3,2,2023-01-02 02:23:00,desktop
72,2,2,2023-01-02 00:22:00,desktop
142,4,2,2023-01-02 04:49:00,mobile
142,3,2,2023-01-02 22:12:00,mobile
142,5,2,2023-01-02 18:05:00,desktop
156,5,2,2023-01-02 02:31:00,desktop
156,4,2,2023-01-02 01:08:00,desktop
156,5,2,2023-01-02 15:29:00,tablet
156,3,2,2023-01-02 02:16:00,desktop
156,1,2,2023-01-02 17:18:00,mobile
69,5,2,2023-01-02 08:23:00,mobile
69,4,2,2023-01-02 08:47:00,mobile
69,3,2,2023-01-02 06:26:00,tablet
69,1,2,2023-01-02 16:44:00,tablet
127,1,2,2023-01-02 05:43:00,tablet
127,5,2,2023-01-02 06:24:00,mobile
127,1,2,2023-01-02 06:26:00,mobile
127,5,2,2023-01-02 07:33:00,mobile
127,2,2,2023-01-02 23:19:00,mobile
113,5,2,2023-01-02 14:51:00,tablet
200,4,2,2023-01-02 07:46:00,tablet
200,2,2,2023-01-02 09:14:00,mobile
200,5,2,2023-01-02 13:47:00,desktop
165,1,2,2023-01-02 00:35:00,mobile
165,1,2,2023-01-02 20:35:00,tablet
165,5,2,2023-01-02 20:13:00,tablet
165,2,2,2023-01-02 05:34:00,tablet
165,1,2,2023-01-02 14:47:00,desktop
67,4,2,2023-01-02 11:40:00,mobile
67,3,2,2023-01-02 01:48:00,tablet
67,5,2,2023-01-02 05:56:00,mobile
106,4,2,2023-01-02 04:32:00,mobile
106,1,2,2023-01-02 02:28:00,tablet
106,3,2,2023-01-02 21:43:00,tablet
63,2,2,2023-01-02 17:27:00,mobile
136,1,2,2023-01-02 23:00:00,desktop
136,3,2,2023-01-02 23:21:00,mobile
136,4,2,2023-01-02 06:36:00,tablet
136,3,2,2023-01-02 10:38:00,desktop
159,3,2,2023-01-02 06:14:00,tablet
159,1,2,2023-01-02 10:02:00,desktop
176,5,2,2023-01-02 16:18:00,tablet
71,3,2,2023-01-02 09:05:00,mobile
71,4,2,2023-01-02 10:38:00,tablet
71,2,2,2023-01-02 09:44:00,desktop
22,4,2,2023-01-02 19:39:00,desktop
48,4,2,2023-01-02 14:36:00,tablet
48,3,2,2023-01-02 23:03:00,desktop
48,2,2,2023-01-02 11:38:00,mobile
48,5,2,2023-01-02 05:29:00,desktop
48,3,2,2023-01-02 21:14:00,desktop
164,3,2,2023-01-02 17:54:00,tablet
192,4,2,2023-01-02 18:34:00,tablet
192,3,2,2023-01-02 20:25:00,mobile
192,5,2,2023-01-02 21:28:00,desktop
169,3,2,2023-01-02 15:55:00,desktop
169,1,2,2023-01-02 09:21:00,mobile
169,5,2,2023-01-02 16:45:00,desktop
100,3,2,2023-01-02 19:19:00,desktop
100,1,2,2023-01-02 13:43:00,desktop
100,4,2,2023-01-02 13:20:00,tablet
100,2,2,2023-01-02 20:42:00,desktop
100,4,2,2023-01-02 12:41:00,mobile
148,3,2,2023-01-02 06:06:00,tablet
148,5,2,2023-01-02 03:04:00,mobile
148,1,2,2023-01-02 01:15:00,desktop
148,4,2,2023-01-02 20:19:00,mobile
13,2,2,2023-01-02 16:56:00,tablet
13,4,2,2023-01-02 02:39:00,tablet
13,3,2,2023-01-02 00:18:00,mobile
13,5,2,2023-01-02 08:21:00,tablet
13,4,2,2023-01-02 11:31:00,desktop
94,4,2,2023-01-02 19:23:00,desktop
94,3,2,2023-01-02 23:56:00,mobile
94,3,2,2023-01-02 16:20:00,mobile
94,3,2,2023-01-02 15:32:00,mobile
94,5,2,2023-01-02 16:54:00,tablet
10,4,2,2023-01-02 22:07:00,tablet
10,3,2,2023-01-02 12:14:00,desktop
10,4,2,2023-01-02 13:25:00,mobile
140,2,3,2023-01-03 04:32:00,desktop
140,4,3,2023-01-03 05:30:00,desktop
140,4,3,2023-01-03 23:16:00,mobile
146,2,3,2023-01-03 06:03:00,mobile
146,4,3,2023-01-03 14:25:00,mobile
146,4,3,2023-01-03 11:23:00,mobile
146,3,3,2023-01-03 21:51:00,desktop
146,3,3,2023-01-03 12:28:00,tablet
149,5,3,2023-01-03 13:08:00,desktop
88,4,3,2023-01-03 20:21:00,desktop
88,2,3,2023-01-03 09:38:00,mobile
88,5,3,2023-01-03 02:08:00,mobile
88,3,3,2023-01-03 14:59:00,desktop
91,2,3,2023-01-03 18:26:00,mobile
91,5,3,2023-01-03 09:45:00,tablet
91,4,3,2023-01-03 12:12:00,desktop
37,2,3,2023-01-03 16:12:00,tablet
37,2,3,2023-01-03 17:35:00,mobile
37,3,3,2023-01-03 23:55:00,tablet
37,4,3,2023-01-03 13:46:00,mobile
92,3,3,2023-01-03 08:24:00,mobile
92,1,3,2023-01-03 18:20:00,desktop
92,5,3,2023-01-03 04:13:00,desktop
137,4,3,2023-01-03 18:45:00,mobile
137,5,3,2023-01-03 00:09:00,tablet
17,5,3,2023-01-03 08:36:00,desktop
17,2,3,2023-01-03 21:42:00,tablet
17,2,3,2023-01-03 10:34:00,mobile
17,2,3,2023-01-03 05:57:00,desktop
17,1,3,2023-01-03 06:42:00,desktop
144,1,3,2023-01-03 19:50:00,tablet
158,2,3,2023-01-03 01:51:00,desktop
158,3,3,2023-01-03 21:02:00,desktop
168,4,3,2023-01-03 12:01:00,mobile
168,3,3,2023-01-03 15:57:00,tablet
168,2,3,2023-01-03 13:14:00,tablet
8,3,3,2023-01-03 13:05:00,mobile
8,5,3,2023-01-03 00:36:00,mobile
8,1,3,2023-01-03 01:42:00,tablet
8,5,3,2023-01-03 03:02:00,tablet
8,1,3,2023-01-03 20:14:00,desktop
18,4,3,2023-01-03 21:02:00,mobile
18,4,3,2023-01-03 05:58:00,tablet
18,5,3,2023-01-03 11:06:00,tablet
18,2,3,2023-01-03 18:49:00,desktop
41,3,3,2023-01-03 16:27:00,desktop
41,5,3,2023-01-03 04:17:00,tablet
136,4,3,2023-01-03 07:16:00,desktop
108,5,3,2023-01-03 15:55:00,desktop
108,1,3,2023-01-03 10:19:00,mobile
108,4,3,2023-01-03 12:46:00,tablet
108,5,3,2023-01-03 15:55:00,desktop
108,4,3,2023-01-03 18:06:00,mobile
70,3,3,2023-01-03 17:10:00,desktop
70,3,3,2023-01-03 02:36:00,desktop
70,1,3,2023-01-03 22:21:00,tablet
130,2,3,2023-01-03 08:26:00,tablet
9,4,3,2023-01-03 20:26:00,tablet
176,5,3,2023-01-03 00:25:00,mobile
176,5,3,2023-01-03 12:59:00,tablet
76,2,3,2023-01-03 23:16:00,tablet
76,3,3,2023-01-03 03:05:00,mobile
76,4,3,2023-01-03 13:17:00,desktop
76,4,3,2023-01-03 12:40:00,tablet
76,2,3,2023-01-03 04:56:00,tablet
145,1,3,2023-01-03 17:23:00,tablet
145,2,3,2023-01-03 10:47:00,desktop
145,3,3,2023-01-03 20:27:00,tablet
145,2,3,2023-01-03 21:09:00,tablet
145,3,3,2023-01-03 20:43:00,mobile
111,3,3,2023-01-03 23:53:00,tablet
121,3,3,2023-01-03 03:38:00,desktop
173,2,3,2023-01-03 06:39:00,desktop
175,3,3,2023-01-03 14:50:00,tablet
52,3,3,2023-01-03 18:48:00,tablet
52,2,3,2023-01-03 01:51:00,desktop
52,1,3,2023-01-03 22:38:00,mobile
197,4,3,2023-01-03 02:04:00,tablet
197,3,3,2023-01-03 23:24:00,tablet
197,3,3,2023-01-03 16:31:00,mobile
197,4,3,2023-01-03 06:43:00,mobile
197,3,3,2023-01-03 01:38:00,tablet
44,4,3,2023-01-03 11:29:00,tablet
44,5,3,2023-01-03 22:45:00,tablet
44,4,3,2023-01-03 05:44:00,mobile
24,2,3,2023-01-03 08:42:00,mobile
24,1,3,2023-01-03 09:50:00,desktop
24,3,3,2023-01-03 00:48:00,mobile
24,1,3,2023-01-03 08:23:00,desktop
24,4,3,2023-01-03 07:44:00,desktop
25,4,3,2023-01-03 00:39:00,desktop
25,3,3,2023-01-03 05:05:00,tablet
25,4,3,2023-01-03 05:48:00,mobile
25,4,3,2023-01-03 06:11:00,mobile
25,5,3,2023-01-03 16:42:00,tablet
16,2,3,2023-01-03 19:18:00,mobile
16,2,3,2023-01-03 05:42:00,mobile
192,1,3,2023-01-03 07:33:00,desktop
192,5,3,2023-01-03 20:04:00,mobile
192,3,3,2023-01-03 05:18:00,mobile
192,2,3,2023-01-03 12:11:00,tablet
26,2,3,2023-01-03 19:12:00,mobile
178,1,3,2023-01-03 15:48:00,mobile
178,3,3,2023-01-03 16:56:00,mobile
183,3,3,2023-01-03 17:01:00,mobile
183,2,3,2023-01-03 22:45:00,mobile
72,4,3,2023-01-03 00:36:00,mobile
67,5,3,2023-01-03 22:44:00,desktop
67,4,3,2023-01-03 17:19:00,desktop
67,3,3,2023-01-03 14:51:00,mobile
67,3,3,2023-01-03 02:15:00,tablet
156,2,3,2023-01-03 15:15:00,desktop
156,2,3,2023-01-03 20:18:00,mobile
156,2,3,2023-01-03 21:19:00,mobile
156,4,3,2023-01-03 17:27:00,tablet
156,3,3,2023-01-03 04:40:00,tablet
48,1,3,2023-01-03 09:35:00,mobile
48,3,3,2023-01-03 06:34:00,tablet
48,4,3,2023-01-03 20:18:00,tablet
48,4,3,2023-01-03 03:53:00,mobile
199,5,3,2023-01-03 23:37:00,desktop
199,2,3,2023-01-03 08:56:00,desktop
199,5,3,2023-01-03 15:17:00,tablet
199,3,3,2023-01-03 05:46:00,desktop
199,4,3,2023-01-03 06:05:00,tablet
127,2,3,2023-01-03 17:02:00,mobile
127,4,3,2023-01-03 01:18:00,tablet
127,5,3,2023-01-03 21:00:00,tablet
127,2,3,2023-01-03 14:30:00,mobile
127,5,3,2023-01-03 02:33:00,mobile
58,4,3,2023-01-03 02:09:00,tablet
58,4,3,2023-01-03 13:47:00,mobile
58,3,3,2023-01-03 06:59:00,desktop
58,1,3,2023-01-03 03:32:00,mobile
35,1,3,2023-01-03 02:50:00,mobile
35,2,3,2023-01-03 01:00:00,tablet
39,1,3,2023-01-03 03:20:00,mobile
22,4,3,2023-01-03 21:07:00,desktop
22,1,3,2023-01-03 20:56:00,desktop
22,5,3,2023-01-03 21:18:00,mobile
22,5,3,2023-01-03 09:53:00,mobile
184,1,3,2023-01-03 14:18:00,tablet
184,3,3,2023-01-03 22:33:00,mobile
184,1,3,2023-01-03 16:52:00,mobile
93,4,3,2023-01-03 04:14:00,mobile
93,2,3,2023-01-03 14:50:00,tablet
122,4,3,2023-01-03 04:20:00,desktop
122,3,3,2023-01-03 08:54:00,mobile
115,5,3,2023-01-03 21:01:00,mobile
115,5,3,2023-01-03 09:30:00,desktop
115,5,3,2023-01-03 04:54:00,desktop
115,1,3,2023-01-03 10:38:00,tablet
129,3,3,2023-01-03 04:05:00,mobile
129,1,3,2023-01-03 12:55:00,tablet
129,2,3,2023-01-03 01:11:00,mobile
129,4,3,2023-01-03 10:16:00,desktop
19,2,3,2023-01-03 04:24:00,desktop
60,1,3,2023-01-03 12:00:00,tablet
60,4,3,2023-01-03 12:57:00,desktop
60,2,3,2023-01-03 08:18:00,mobile
60,3,3,2023-01-03 19:37:00,desktop
60,5,3,2023-01-03 01:55:00,mobile
135,2,3,2023-01-03 22:30:00,desktop
135,5,3,2023-01-03 19:15:00,tablet
135,1,3,2023-01-03 22:20:00,desktop
135,4,3,2023-01-03 16:25:00,mobile
135,3,3,2023-01-03 22:46:00,tablet
152,3,3,2023-01-03 18:51:00,desktop
152,5,3,2023-01-03 13:09:00,tablet
179,5,3,2023-01-03 13:59:00,mobile
179,2,3,2023-01-03 14:57:00,desktop
151,1,3,2023-01-03 06:12:00,desktop
123,5,3,2023-01-03 21:39:00,desktop
123,5,3,2023-01-03 04:48:00,mobile
123,1,3,2023-01-03 09:27:00,tablet
123,1,3,2023-01-03 17:22:00,tablet
123,4,3,2023-01-03 03:45:00,tablet
160,3,3,2023-01-03 04:25:00,tablet
160,4,3,2023-01-03 19:08:00,mobile
160,5,3,2023-01-03 08:04:00,mobile
77,1,3,2023-01-03 00:44:00,desktop
77,2,3,2023-01-03 08:40:00,tablet
77,2,3,2023-01-03 19:58:00,desktop
104,3,3,2023-01-03 07:04:00,mobile
162,4,3,2023-01-03 20:27:00,tablet
94,1,3,2023-01-03 08:47:00,desktop
94,4,3,2023-01-03 21:53:00,tablet
94,1,3,2023-01-03 10:08:00,tablet
107,3,3,2023-01-03 11:11:00,tablet
107,3,3,2023-01-03 23:50:00,desktop
10,4,3,2023-01-03 03:52:00,mobile
10,5,3,2023-01-03 22:17:00,mobile
10,5,3,2023-01-03 01:49:00,mobile
10,5,3,2023-01-03 00:51:00,desktop
65,5,3,2023-01-03 07:29:00,mobile
65,3,3,2023-01-03 08:58:00,desktop
101,5,3,2023-01-03 12:43:00,desktop
73,5,3,2023-01-03 21:20:00,mobile
7,4,3,2023-01-03 02:58:00,mobile
7,4,3,2023-01-03 14:30:00,tablet
7,5,3,2023-01-03 04:20:00,mobile
7,3,3,2023-01-03 18:39:00,tablet
7,1,3,2023-01-03 04:43:00,tablet
120,2,3,2023-01-03 13:14:00,desktop
